CustomerID,Name,Gender,Age,JoinDate,City
364bcd59-2e00-4eb6-af31-c1e238343ca9,Nadine Mahmoud,Female,57,2023-08-16 23:29:03,Zagazig
7b7d4a73-1e5b-4bb3-8529-ce12edf19f8c,Khalid Fathi,Male,52,2020-04-30 23:04:03,Damietta
ae0b62a3-27d5-4cfb-bbdb-d2f936707c0e,Salma Khalid,Female,51,2024-10-30 17:54:12,Casablanca
99e268c3-3ce0-4532-9748-4c3b8dca88ef,Farah Aziz,Female,20,2022-05-06 03:34:30,Port Said
85f7d724-c4aa-47bf-a0a7-b2c49c2b8a78,Karim Salem,Male,53,2024-11-14 16:41:47,Alexandria
a6a2a7e4-dc3e-405c-8d18-ad54ac283b1f,Mohamed Khalid,Male,44,2022-05-21 17:37:52,Madinaty
92b99222-5f49-4fb8-9751-bdb5cb058b9d,Aya Riad,Female,28,2025-01-06 22:51:06,El Rehab
5698af2a-7a3c-4f13-b880-0977933f4d4a,Hassan Salem,Male,53,2022-10-24 18:35:51,Hurghada
7bad2ddf-7a56-471e-ad39-3853ad1bb6d6,Bassel Mahmoud,Male,63,2020-12-04 19:03:14,Ismailia
688b99dc-72c3-4d82-a053-039edf8558f9,Mariam Ali,Female,60,2023-02-22 11:23:41,Assiut
835086ca-b85e-4c23-b398-70e5a7723e78,Nadine Hassan,Female,51,2022-06-15 06:57:01,Sharm El Sheikh
afb2acd3-e580-4557-81ac-046ceffbe394,Khalid Ibrahim,Male,48,2024-08-11 10:05:54,El Rehab
92a535bd-b9e2-43f1-8741-a7c0310b08e1,Tarek El-Sayed,Male,58,2022-08-04 22:35:52,6th of October
7ddfd4df-839c-415d-869d-2f7470db3d83,Dina Fathi,Female,53,2023-11-13 18:59:40,El Gouna
e512d21a-bce9-425b-a7a2-f884c6387cd1,Omar Younes,Male,67,2024-09-01 15:55:13,Maadi
95492807-9858-473a-91c3-089e8eb50371,Ahmed Ali,Male,21,2021-11-09 05:16:20,El Gouna
db48c840-689d-4cb6-a50b-43d4134b4737,Ahmed Khalid,Male,28,2022-03-13 21:04:54,El Gouna
fa080371-1970-4bad-a8c6-6105494d7291,Salma Khalid,Female,44,2021-04-09 14:00:29,Ismailia
5e2027b6-351d-4bf2-bb0a-b3ef46302e9a,Nada Fouad,Female,30,2020-11-28 19:59:07,Riyadh
e64dd922-b388-4209-8940-99c7b12554d9,Youssef Younes,Male,38,2025-04-09 04:37:17,Obour
51e58776-a617-4ae5-bbd4-ba325bc50179,Karim Salem,Male,38,2021-01-05 22:38:59,Nasr City
f919c513-2ff5-44b6-b38d-0a202f764272,Youssef Ali,Male,37,2024-03-11 17:48:20,El Gouna
caadc934-5c6c-4fa6-9aaf-edd64580d4af,Karim Younes,Male,47,2022-01-09 12:32:04,Suez
6fc0e76f-9521-4700-9a0c-8f42d0fa54e3,Ahmed Rashad,Male,27,2022-10-16 20:59:52,6th of October
7539a5df-d501-4cde-b4fe-3f0fe3ad4571,Ibrahim Ali,Male,66,2024-08-21 17:51:51,Fayoum
296935a9-9ad5-46be-9a46-fea81f3a834f,Ahmed Mahmoud,Male,20,2021-03-18 13:50:53,El Gouna
fa25aefb-a613-4a05-97e3-cbb414fdc640,Nour Ali,Female,25,2025-01-15 10:35:51,Madinaty
c07d24d9-3b09-4e8a-b6ce-3df0c246ab24,Laila Fathi,Female,46,2020-11-07 18:29:42,Giza
379ce54c-7106-4381-8417-a738eeb15677,Sara Ali,Female,69,2023-04-05 01:08:16,Alexandria
49060984-0e87-43b0-b0ef-22ce494dccfb,Mohamed Ali,Male,36,2021-06-03 15:47:29,Maadi
fba4322c-b1f6-4307-9a76-270b3e7aa491,Ali Ali,Male,48,2023-10-27 23:14:06,El Rehab
0156ea1f-0afb-4950-beb7-4810cd9248e1,Nour Hassan,Female,40,2020-04-14 22:45:31,Abu Dhabi
077bdd63-0d5b-484d-b280-7f9090870119,Hassan Sami,Male,25,2020-06-22 17:40:58,Doha
23d6961d-4294-42b2-9313-cfabf403ed60,Ahmed Fathi,Male,58,2025-05-13 23:40:07,Assiut
ea8c7576-9863-4681-88ff-0ae89355d048,Ali Khalid,Male,63,2023-07-17 03:51:37,Minya
68c847eb-2192-441f-83e0-b5cdedc4f6b8,Youssef El-Sayed,Male,20,2023-05-07 04:40:42,Giza
af29d125-b736-41f9-a09c-c38c4d6083f0,Dina Ali,Female,34,2020-03-13 14:03:25,Abu Dhabi
1eedfb91-157f-4361-a23c-1fafd3e25011,Bassel Sami,Male,68,2021-05-20 02:04:22,Sheikh Zayed
7f07ade6-7e4e-4e72-9905-c5609d4e64eb,Nelly Hassan,Female,46,2021-12-02 00:25:06,New Cairo
8e48cb00-8364-4c1a-945d-4731ccb5161a,Mariam Khalid,Female,34,2020-02-09 13:39:37,Hurghada
1c38c758-1c48-4bba-a5c1-3dc96d31436e,Ibrahim Hassan,Male,58,2021-11-21 08:36:22,Obour
836794e0-97e4-414c-85b3-7e12e9d8f269,Bassel Aziz,Male,38,2020-06-25 16:47:00,Luxor
46af4c7c-92f6-4747-8f82-7bea6e4d6bef,Ali Fouad,Male,40,2024-07-31 08:38:15,Tanta
59c9b525-66e2-440d-bbd9-129231972ffd,Ali El-Sayed,Male,43,2023-10-14 19:26:44,Ain Sokhna
603c89b5-b386-44ff-ba8e-5021488c59a7,Hassan Khalid,Male,32,2020-10-15 08:45:42,Assiut
8f95857f-195d-495a-8280-585fcad2a59c,Dina Sami,Female,53,2022-12-11 10:15:34,New Cairo
a5936649-d1b9-4d41-be9f-a06cf33b14d4,Bassel Khalid,Male,40,2020-02-19 14:41:21,Alexandria
fa0b0491-0195-4391-a004-191f671f6e49,Mariam Younes,Female,62,2023-03-17 07:05:40,Damietta
d13d7af8-ef0d-4a2a-952c-b1b5767d5f9c,Farah Younes,Female,32,2024-03-04 05:34:28,Cairo
8fe8565b-0722-4030-b97d-b1f4a35aa0fc,Sara Mahmoud,Female,48,2021-08-23 14:31:42,Sheikh Zayed
022a5acd-b82f-45b3-b064-3fa353d72a4c,Laila Fathi,Female,47,2020-04-24 22:25:51,Kafr El-Sheikh
9aa60d31-dc6c-4cf0-9280-cd6f4f198cec,Youssef Ibrahim,Male,59,2020-08-23 17:48:16,Sohag
4b606c5f-325b-47da-9db9-683c1c118589,Sara Younes,Female,42,2022-04-01 04:53:28,Zagazig
a820ff43-be17-4baf-802f-76c1e464dfaa,Tarek Rashad,Male,66,2023-12-18 16:19:55,New Cairo
a288ec43-3ffa-4b3e-b8f9-7656cf2a2120,Sara Mahmoud,Female,21,2024-08-30 10:17:28,Jeddah
7bd0d9c5-0ce7-46fe-91a2-153e47555d25,Nada Fathi,Female,53,2021-09-02 22:54:25,Riyadh
c2ca3559-3af7-45df-8a82-bfc35ca323f7,Hassan Younes,Male,43,2023-11-27 00:27:34,Ain Sokhna
ac0cd008-6835-4250-ae59-0f31acf045c5,Youssef Fathi,Male,45,2022-07-07 12:47:56,Ain Sokhna
c3e52629-c500-4a9d-a09c-82bb6cff268a,Mariam Younes,Female,34,2021-11-01 22:28:55,Jeddah
57644861-f8da-4e66-8510-8daced907516,Mohamed Rashad,Male,53,2020-10-11 18:12:59,Tunis
32be3fde-e693-4429-bc66-a57f0c586411,Mariam Hassan,Female,30,2020-11-17 13:46:36,New Cairo
82d4f76f-2be5-4b07-a344-6cd424aced33,Ali Hassan,Male,69,2024-09-24 11:43:01,Maadi
197b71e5-846f-4c95-8f07-4351fd6ca184,Karim Ali,Male,41,2024-07-01 10:51:38,Sheikh Zayed
ac2b50ea-3c67-44df-8de4-9af444792dad,Khalid Ali,Male,32,2025-07-10 22:27:53,Sheikh Zayed
a360b94a-9dc2-441e-b4df-7c776f8a8525,Sara Fathi,Female,54,2021-06-11 04:15:13,Kafr El-Sheikh
5580d4f6-6e2e-427a-8b84-1f4e112cc927,Nour Rashad,Female,29,2024-08-16 01:21:29,Cairo
41ebd187-5566-4be9-8939-47b0456d53ab,Ahmed Younes,Male,63,2024-09-29 14:41:13,Mansoura
386ab1d1-8be0-4c5f-bcbe-89c3dad212b4,Mostafa Khalid,Male,52,2022-01-11 10:10:52,Assiut
121bbde5-a3c8-49f6-bb78-84b9bc6c9c8b,Ahmed Riad,Male,24,2022-02-25 05:41:49,Damietta
1ef4b1cb-f661-4c98-a405-68ac1ac971d8,Khalid Sami,Male,18,2020-11-06 17:22:11,Sohag
76d4713b-10d9-451d-b2d0-ec0e6b9ab015,Omar Ibrahim,Male,21,2023-08-03 08:04:45,Tanta
f575253f-fbe7-46e8-8f01-749caf9bfbc8,Youssef Ibrahim,Male,49,2021-05-27 10:07:21,Tunis
0576324e-9cb9-498b-a7f4-eb8d340fad67,Tarek Riad,Male,48,2020-02-06 14:18:25,Cairo
ea271264-8963-4586-b4f8-233f64dace37,Omar Ibrahim,Male,39,2023-10-13 14:40:41,Casablanca
ae93f583-f11a-4157-9e22-63cab885844f,Omar Sami,Male,29,2022-11-30 23:14:51,Obour
d82d2344-6d56-437c-9df3-fc530244b8c1,Sara El-Sayed,Female,38,2025-08-01 23:04:56,Maadi
5915ad48-7df1-4517-b720-49293dd97b43,Nadine Riad,Female,52,2023-07-11 16:18:23,Mansoura
88d26bd5-74cd-4162-8c37-0ad03e969b89,Youssef Fathi,Male,19,2021-05-27 21:43:57,Madinaty
eed85c0d-8dbf-4653-a4d1-50a1ebf6fc86,Omar Sami,Male,52,2025-03-31 23:18:40,Riyadh
5054e9a7-291b-4ac3-945e-be7ad993e7a3,Farah Khalid,Female,57,2023-07-05 23:20:31,Casablanca
b66f06fe-95ea-4899-89f4-83a34f99a706,Dina Fouad,Female,68,2020-08-04 03:53:52,Suez
6aa8fccd-777e-4c3d-abe3-29e76648ae4f,Farah Ibrahim,Female,25,2025-06-09 21:28:54,Helwan
e0ab499a-16f2-44e7-96e5-0101e9ec33f3,Farah Fouad,Female,32,2022-01-10 18:11:42,Tunis
339fa883-1bb6-468c-b823-2546a5f2cf82,Khalid Salem,Male,62,2024-08-22 17:40:25,Sharm El Sheikh
eb72e4cd-3355-4114-8faa-a4e6e131a309,Mostafa Fathi,Male,37,2022-07-06 07:40:21,Qena
2cdfb7c7-fd3b-4795-b27a-c97e338aac42,Mariam Rashad,Female,48,2023-08-13 18:22:18,Giza
8d1c0d55-2987-491b-8c65-c2f5e095f39d,Ibrahim Riad,Male,33,2023-06-26 15:12:48,Damietta
6ee13205-2cbb-4421-b2af-1bf278e87e00,Sara Rashad,Female,31,2022-07-17 12:14:57,El Shorouk
8f901702-5914-47fd-b2ce-d7ea3f81c65c,Nelly Khalid,Female,45,2024-09-26 19:41:16,Sharm El Sheikh
0dce4821-1edb-49d1-ab05-9d208b08e846,Sara Fouad,Female,44,2025-03-09 13:54:33,Giza
12cda1f9-1f06-45d4-b46a-c25935614170,Dina Salem,Female,41,2024-09-04 14:18:43,Beni Suef
cc799419-72db-4313-b475-495d78cdb009,Dina Khalid,Female,67,2020-06-09 01:18:53,Tanta
285030fd-e8fc-4907-ac26-9b40ba5b31fc,Ibrahim Ibrahim,Male,35,2022-06-04 00:30:36,Tanta
043fa953-f45c-41b9-af6e-505369cbf67e,Youssef Salem,Male,19,2020-12-02 22:20:24,Sharm El Sheikh
3ec159c3-fb12-4306-97de-b6ed2bbd4015,Bassel Fathi,Male,58,2020-03-19 15:01:13,Kafr El-Sheikh
d82e9411-f9bf-4bfe-a1e1-df62656c99d8,Karim Hassan,Male,58,2025-05-15 04:33:27,Port Said
ac2da6f5-3efd-4c0a-b9bf-85edd3ccb5a0,Karim Mahmoud,Male,61,2021-03-08 12:25:12,Mansoura
00747edf-02a2-4b3d-ad49-ddf946e54b3c,Karim Fathi,Male,50,2022-10-30 01:10:07,New Cairo
051072c6-1479-4c46-b674-a10d3bf90f3a,Mostafa Salem,Male,20,2024-10-03 20:32:50,Mansoura
73ec5ea9-6118-4fef-8bc1-64d7f1b2b625,Salma Riad,Female,21,2023-08-30 09:04:31,El Shorouk
65b66422-7bc4-4f60-ba94-3c2889c472a4,Ahmed Mahmoud,Male,31,2022-02-10 14:29:02,Kafr El-Sheikh
105126bc-f753-46eb-8158-8f9c6106c471,Bassel Younes,Male,45,2021-05-28 15:36:27,Tunis
d2dee759-a065-473b-b331-7c4992ee82de,Omar Fouad,Male,69,2025-08-14 11:26:07,Madinaty
67dc922b-f69e-4006-bf11-468a8a1b4afe,Salma Fouad,Female,50,2020-09-01 03:00:23,El Shorouk
a1fcf001-ebf2-4cdb-a05c-eadc8d572907,Youssef Khalid,Male,32,2022-11-15 18:08:08,Hurghada
08a3994e-f537-480a-9294-a96ca412cc09,Laila Khalid,Female,33,2024-10-12 03:20:38,Giza
481ab982-ba66-47d2-8792-f22736221d6e,Sara Salem,Female,66,2024-08-10 08:38:55,Doha
385a860a-1dc6-4455-b5d1-4d8c62587b1c,Omar Mahmoud,Male,19,2020-12-19 01:28:08,Sheikh Zayed
c0ae73f3-58a5-4389-bd67-bb7bc255dd61,Khalid Salem,Male,62,2021-12-31 08:52:44,Sharm El Sheikh
148dc80d-140f-4611-b8a8-9cf277e6f2cd,Bassel Mahmoud,Male,39,2024-10-08 11:52:25,Amman
34be5a9f-8896-4692-9e0c-db4c3dc4b425,Mohamed El-Sayed,Male,43,2024-01-02 11:56:48,El Gouna
514f5424-cb15-481e-a76d-30f243f31b30,Youssef Aziz,Male,20,2023-10-28 20:13:45,New Cairo
638a5954-a27e-4c87-aefb-53c587800e7e,Bassel Khalid,Male,34,2022-04-25 10:37:13,El Rehab
3cc75ec2-7e8e-41f5-820f-9727cd7674ae,Nadine Aziz,Female,27,2020-01-13 05:56:08,Port Said
1d5809b7-5004-4f7a-ae0f-073810e00d14,Aya Fathi,Female,47,2022-11-16 15:45:24,Luxor
68f11e57-b2c8-4e89-8089-8159c6507566,Nada Sami,Female,61,2023-03-17 20:20:38,Mansoura
4b15907e-e3b8-455e-a593-7a422606709c,Hassan Aziz,Male,27,2020-03-14 11:14:01,Nasr City
ee51ed98-1fcd-4e9d-a761-8efe9f3bd20a,Karim Ibrahim,Male,57,2021-03-16 18:05:51,6th of October
a0cf99dc-fb12-435a-95f7-d20b24fadbcf,Nelly Rashad,Female,20,2023-06-02 05:04:09,Riyadh
b681cadc-ff8b-41e7-ada5-4338508be46b,Ali Ali,Male,28,2021-09-24 12:48:54,Zagazig
4dbb6fb3-d02b-43b5-aa3e-3278f537acc2,Mariam Rashad,Female,45,2020-04-03 18:25:42,Kafr El-Sheikh
9c02e8e2-7028-4dd9-8f1a-912feed9abb2,Aya Rashad,Female,58,2021-06-22 00:09:00,New Cairo
ee444315-8dae-4e6a-9c13-058aecc5c69c,Hassan Fouad,Male,67,2025-07-26 19:47:25,Dubai
2bd2704e-41a8-40b8-95d0-b1366deddaf4,Ahmed Sami,Male,51,2023-10-28 00:01:31,Jeddah
940d26b6-4d33-454c-8e90-ff6111f2437f,Omar Ali,Male,31,2023-08-05 19:37:45,6th of October
e78c3152-a723-4398-983a-ed221cf79779,Aya Aziz,Female,49,2020-09-11 03:25:46,Port Said
6c2f2e52-a7fd-477d-95d9-537a9df51585,Mariam Riad,Female,41,2023-07-28 19:08:43,Ismailia
f427e272-3723-4e44-909a-d0dc1e1b2192,Mostafa Salem,Male,65,2022-05-11 10:13:37,Alexandria
ab091177-2ac0-44ad-b29d-775c0d442b4d,Hassan Fathi,Male,22,2024-01-31 20:26:17,Kafr El-Sheikh
f57ad15f-d0da-4ee1-8cee-aa981e97901d,Khalid Ali,Male,27,2025-01-29 20:46:00,Assiut
d1f35ef6-c20c-42ad-8202-8b9d26c067f2,Dina Riad,Female,30,2024-08-02 00:41:50,Hurghada
18aba23e-45c4-4941-9cef-02c00c332108,Dina Rashad,Female,25,2024-09-23 00:44:03,Sheikh Zayed
035bac3f-6f49-4661-ac3e-3319ea91b6c2,Nada Ibrahim,Female,58,2021-07-05 22:18:40,Jeddah
327ebddb-c541-41b3-8d3c-62777f1a61d0,Mohamed Fouad,Male,40,2024-06-22 14:50:59,Obour
3932540a-18ae-46c0-acde-9df996df9780,Sara Fouad,Female,55,2024-07-12 05:09:43,Tunis
294f8f2f-9095-46aa-ad04-215140fe4c90,Omar Salem,Male,27,2022-07-14 05:10:12,Abu Dhabi
f5b1c8d9-05ce-4f46-a815-72a55f77e071,Nada Rashad,Female,38,2022-04-04 15:36:23,Dubai
c3cdf596-0cb5-47b8-890f-e041bd0f70a5,Khalid Khalid,Male,58,2020-09-25 09:45:03,Sohag
f85c75aa-8214-4a38-95c4-f853e9695273,Karim Salem,Male,31,2021-12-04 16:51:14,Port Said
a9516dbe-577f-4472-bb42-8677ce5f5139,Aya Rashad,Female,44,2020-07-12 06:38:32,Tunis
12fc7e95-58d2-4945-be67-6946f6e61455,Ahmed El-Sayed,Male,26,2024-03-26 15:08:30,Kafr El-Sheikh
da36a83a-6c92-4481-b121-058ea5e1a0f2,Aya Salem,Female,69,2023-03-18 08:52:57,Banha
5144c845-f0ff-4252-b17d-8bfb3026b950,Nadine Younes,Female,24,2020-02-25 11:09:29,Tunis
6bd7bb52-82b0-4bd7-b592-070cece465e7,Bassel Mahmoud,Male,49,2023-11-20 07:57:25,Maadi
7113e143-b2c3-49aa-8520-48b80221783e,Ibrahim Fathi,Male,37,2025-02-22 21:33:15,Damietta
13bb677c-e979-4c50-a359-4f5bca8b9f70,Nada Sami,Female,36,2023-07-03 14:47:00,Tanta
426775e2-31fa-408f-9186-3ecbef95a446,Salma Hassan,Female,21,2022-06-25 01:15:39,Maadi
f36bdb18-d92f-4e2f-a025-815d01eb5ce9,Tarek Ali,Male,31,2022-09-20 02:44:49,Dubai
2a22bc69-0cd3-444c-92c6-6513c6640195,Nadine Mahmoud,Female,47,2023-06-19 15:10:15,Ismailia
d0b525a0-ab6f-4c23-b282-a91d81f64b8b,Karim Younes,Male,48,2022-12-21 11:40:25,6th of October
77b99a87-9075-4204-8ee3-b12045a54b7b,Karim Ali,Male,62,2022-07-27 19:33:33,Zagazig
38935287-569b-4c7b-be2e-679d6a5764ec,Mohamed Mahmoud,Male,40,2022-04-30 07:44:22,Zagazig
0cfac65b-1482-4b7e-bfd1-c3e138edd9dc,Hassan Fouad,Male,35,2022-11-26 07:27:20,Sharm El Sheikh
58c9258f-c1b2-4217-8241-c017b318a4c1,Mostafa Rashad,Male,32,2021-05-13 11:45:00,El Gouna
f82ed0d6-9f0a-4a82-b363-567f2b035484,Nelly Younes,Female,52,2023-04-19 01:50:20,Fayoum
af2beead-1135-410e-b626-caa623d20a60,Ahmed Rashad,Male,41,2020-05-12 22:48:09,Jeddah
e5103182-df26-4c3d-b5b3-1606442ab1eb,Khalid Mahmoud,Male,55,2023-07-27 12:37:13,El Rehab
4835eb1a-318e-45f4-bd14-2b53ae64f9d6,Khalid Sami,Male,60,2025-09-06 02:19:45,Abu Dhabi
d7fd295e-c3ab-4d6c-adc4-25905fe4277c,Mohamed Mahmoud,Male,23,2024-01-24 08:16:38,Tanta
f1f82687-cdb9-4be2-90b5-f820aa44a378,Nadine Hassan,Female,62,2024-09-16 10:45:59,Zagazig
ffffb339-d6c7-465d-aa85-517f89fded5f,Tarek Ibrahim,Male,40,2022-03-04 18:07:01,Madinaty
2e7c40b5-757c-470f-9084-0a2af08ce9c7,Dina Aziz,Female,56,2024-07-31 23:41:44,Obour
c3fa74e3-463f-47e9-b65f-4b52aa322825,Sara Sami,Female,36,2022-05-13 22:23:41,Obour
c4ee365e-5da2-4f43-b90f-557f42932c2c,Laila Khalid,Female,43,2020-10-03 18:52:58,El Shorouk
02be59a3-017d-4cfd-8922-7abe2aa9477f,Bassel Ibrahim,Male,67,2023-04-08 02:33:53,Sheikh Zayed
c92d291d-bdeb-480b-bad9-7b1c984e503a,Bassel Younes,Male,21,2021-11-05 23:58:50,El Rehab
ed9c5d9f-e431-4826-a8ba-98e987ed73ae,Mostafa Rashad,Male,36,2022-03-30 20:55:35,Assiut
c7dca3b1-1583-4ec8-814e-0fdc3965a9f2,Ibrahim El-Sayed,Male,47,2021-03-30 10:35:11,Obour
77910a37-5eb8-49b3-86f1-86009cf7fa3a,Nadine Ali,Female,60,2024-04-10 02:52:17,Port Said
c1841e3a-2822-4c46-90d5-3702e21285a0,Omar Mahmoud,Male,59,2023-02-26 19:33:04,Doha
